Date,Destination,Ping,Lost,Measurment,Error
2021-11-27 14:30:07.619323,iperf.eenet.ee,"[0.18963623046875, 0.1896812915802002, 0.27826690673828125, 0.1894690990447998, 0.18978357315063477, 0.18968605995178223, 0.1898336410522461, 0.18997597694396973, 0.1897270679473877, 0.18974018096923828, 0.06978774070739746, 0.0697777271270752, 0.06996440887451172, 0.1899421215057373, 0.0697624683380127, 0.06972503662109375, 0.06995105743408203, 0.06988286972045898, 0.18975162506103516, 0.18980622291564941]",0.0,20,0
2021-11-27 14:30:07.907158,speedtest.uztelecom.uz,"[0.07012391090393066, 0.1899573802947998, 0.07001399993896484, 0.06986784934997559, 0.06968069076538086, 0.06990218162536621, 0.06991863250732422, 0.07000613212585449, 0.13348746299743652, 0.1336958408355713, 0.13382387161254883, 0.13358569145202637, 0.13375210762023926, 0.13385009765625, 0.13371706008911133, 0.13380002975463867, 0.13371610641479492, 0.1333763599395752, 0.1337754726409912, 0.13379454612731934]",0.0,20,0
2021-11-27 14:30:08.075089,lille.testdebit.info,"[0.13393783569335938, 0.13398313522338867, 0.13385510444641113, 0.1340346336364746, 0.13370823860168457, 0.13381671905517578, 0.053644657135009766, 0.053777456283569336, 0.05395150184631348, 0.05390214920043945, 0.0537109375, 0.05664563179016113, 0.053911447525024414, 0.05393576622009277, 0.0539095401763916, 0.0536344051361084, 0.054015398025512695, 0.06195187568664551, 0.05364251136779785, 0.053540945053100586]",0.0,20,0
2021-11-27 14:30:08.267177,speedtest.serverius.net,"[0.053861141204833984, 0.05390644073486328, 0.053818702697753906, 0.0535731315612793, 0.054312944412231445, 0.04591727256774902, 0.045874595642089844, 0.0458064079284668, 0.04609370231628418, 0.045889854431152344, 0.04610943794250488, 0.04596281051635742, 0.046172380447387695, 0.04566526412963867, 0.0459747314453125, 0.04555106163024902, 0.045952558517456055, 0.0458526611328125, 0.045749664306640625, 0.045658111572265625]",0.0,20,0
2021-11-27 14:36:06.920794,iperf.biznetnetworks.com,"[0.2770223617553711, 0.2746291160583496, 0.2747063636779785, 0.27472352981567383, 0.27480077743530273, 0.2747163772583008, 0.27466750144958496, 0.28009653091430664, 0.2745230197906494, 0.2747366428375244, 0.27472996711730957, 0.2747077941894531, 0.2746610641479492, 0.27480220794677734, 0.2748222351074219, 0.27458715438842773, 0.2748582363128662, 0.27436017990112305, 0.2745516300201416, 0.275188684463501]",0.0,20,0
2021-11-27 14:36:10.664892,iperf.scottlinux.com,"[0.18436622619628906, 0.18471360206604004, 0.184218168258667, 0.18407082557678223, 0.18415355682373047, 0.18409347534179688, 0.18399262428283691, 0.18416285514831543, 0.18396282196044922, 0.18411803245544434, 0.1947484016418457, 0.184126615524292, 0.18386435508728027, 0.18401479721069336, 0.18390536308288574, 0.18407297134399414, 0.18381500244140625, 0.1840975284576416, 0.18407487869262695, 0.18396639823913574]",0.0,20,0
2021-11-27 14:36:12.098403,iperf.eenet.ee,"[0.06634163856506348, 0.066802978515625, 0.06679058074951172, 0.06682229042053223, 0.0666968822479248, 0.06671524047851562, 0.06680631637573242, 0.0669093132019043, 0.06670928001403809, 0.06683945655822754, 0.0667414665222168, 0.06687045097351074, 0.06649065017700195, 0.06659245491027832, 0.06684517860412598, 0.06541204452514648, 0.06673407554626465, 0.06711101531982422, 0.06686592102050781, 0.11345410346984863]",0.0,20,0
2021-11-27 14:36:15.018285,speedtest.uztelecom.uz,"[0.14837408065795898, 0.14165663719177246, 0.14228034019470215, 0.14214372634887695, 0.14212942123413086, 0.1423478126525879, 0.14197731018066406, 0.14139795303344727, 0.14931440353393555, 0.14158320426940918, 0.14930963516235352, 0.14150595664978027, 0.1415877342224121, 0.14942336082458496, 0.1414330005645752, 0.14156246185302734, 0.1415090560913086, 0.14929676055908203, 0.1415104866027832, 0.14169931411743164]",0.0,20,0
2021-11-27 14:36:16.346059,lille.testdebit.info,"[0.06865954399108887, 0.061426401138305664, 0.061545610427856445, 0.06137895584106445, 0.06163811683654785, 0.06142020225524902, 0.06157541275024414, 0.06169700622558594, 0.06929874420166016, 0.06148982048034668, 0.06937074661254883, 0.06945967674255371, 0.0691077709197998, 0.06944561004638672, 0.06153106689453125, 0.061267852783203125, 0.061525821685791016, 0.0615079402923584, 0.061528682708740234, 0.06155252456665039]",0.0,20,0
2021-11-27 14:36:17.522269,speedtest.serverius.net,"[0.06079530715942383, 0.06092977523803711, 0.05362200736999512, 0.05348396301269531, 0.053579092025756836, 0.0533757209777832, 0.05345296859741211, 0.05366086959838867, 0.0614011287689209, 0.06110882759094238, 0.06152200698852539, 0.061223506927490234, 0.06127572059631348, 0.05328941345214844, 0.053225040435791016, 0.053656578063964844, 0.05345964431762695, 0.053612470626831055, 0.05375337600708008, 0.05355119705200195]",0.0,20,0
2021-11-27 14:42:15.319181,iperf.biznetnetworks.com,"[0.2808835506439209, 0.28508734703063965, 0.2854011058807373, 0.2853093147277832, 0.2855720520019531, 0.2852132320404053, 0.28528332710266113, 0.2853670120239258, 0.2834129333496094, 0.30528950691223145, 0.2961127758026123, 0.28781580924987793, 0.2864491939544678, 0.28688502311706543, 0.2864706516265869, 0.28673505783081055, 0.28670382499694824, 0.2865440845489502, 0.2867851257324219, 0.2866628170013428]",0.0,20,0
2021-11-27 14:42:19.257746,iperf.scottlinux.com,"[0.19256305694580078, 0.20275640487670898, 0.19338226318359375, 0.19373083114624023, 0.19324493408203125, 0.19348573684692383, 0.19329285621643066, 0.19349074363708496, 0.19366049766540527, 0.19309210777282715, 0.19312667846679688, 0.19348645210266113, 0.19322800636291504, 0.20331764221191406, 0.19388866424560547, 0.19424796104431152, 0.19443535804748535, 0.193328857421875, 0.1936638355255127, 0.19338274002075195]",0.0,20,0
