date,country,name,host,id,download,upload,ping,d
2021-11-26 18:10:42.062654,Belgium,Diegem,speedtest.cu.be:8080,2848,15354950.084480982,21331794.307817288,63.823,9.642357583130497
2021-11-26 18:20:21.025905,NaN
2021-11-26 18:41:46.155843,Belgium,Diegem,speedtest.cu.be:8080,2848,36106313.45378034,5892153.421892173,71.038,9.642357583130497
2021-11-26 18:50:15.283270,Germany,Frankfurt,speedtest-fkt-eqx.retn.net:8080,31120,49622838.24225387,6101103.18674806,65.071,316.8704193563063
2021-11-26 19:00:11.284136,NaN
2021-11-26 19:10:37.721875,Germany,Frankfurt,speedtest-fkt-eqx.retn.net:8080,31120,58271529.46840379,18385178.504340637,54.311,316.8704193563063
2021-11-26 19:20:31.981075,Belgium,Diegem,speedtest.cu.be:8080,2848,25961788.299433798,10432266.161287578,75.947,9.642357583130497
2021-11-26 19:30:50.309426,Belgium,Diegem,speedtest.cu.be:8080,2848,36300360.28720564,19382132.710621674,49.053,9.642357583130497
2021-11-26 19:41:14.136441,Germany,Frankfurt,speedtest-fkt-eqx.retn.net:8080,31120,54983299.33826067,21429873.57988595,38.362,316.8704193563063
2021-11-26 19:51:08.404499,Belgium,Diegem,speedtest.cu.be:8080,2848,42868028.10366408,24970688.361418642,51.941,9.642357583130497
2021-11-26 20:00:30.567622,Belgium,Diegem,speedtest.cu.be:8080,2848,20737599.231547516,13326231.632050503,88.078,9.642357583130497
2021-11-26 20:11:04.786294,Belgium,Diegem,speedtest.cu.be:8080,2848,20952872.882840186,9677792.106471907,113.814,9.642357583130497
2021-11-26 20:20:57.609405,Switzerland,Lausanne,plau01speedtst0.sunrise.ch:8080,28045,19898036.310998965,10999468.141150447,74.31,507.6195405297769
2021-11-26 20:30:39.609438,Belgium,Diegem,speedtest.cu.be:8080,2848,21934424.476142574,20746482.614033025,62.783,9.642357583130497
2021-11-26 20:40:10.113147,United Kingdom,Gerrards Cross,stgerrards.apfutura.net:8080,46279,33639665.7399659,7041261.371637616,217.109,351.84041784304213
2021-11-26 20:50:28.081769,Switzerland,Lausanne,plau01speedtst0.sunrise.ch:8080,28045,35010344.797294214,6650173.992502836,61.825,507.6195405297769
2021-11-26 21:00:32.789315,Switzerland,Lausanne,plau01speedtst0.sunrise.ch:8080,28045,16055738.622991292,21011252.84979632,64.054,507.6195405297769
