Date,Destination,Ping,Lost,Measurment,Error
2021-11-19 21:18:15.695203,speedtest.uztelecom.uz,"[0.11331343650817871, 0.11366820335388184, 0.11378717422485352, 0.1136159896850586, 0.11391711235046387, 0.11371159553527832, 0.11363935470581055, 0.11684799194335938, 0.11301946640014648, 0.1130530834197998, 0.11293363571166992, 0.11706662178039551, 0.11673116683959961, 0.11290979385375977, 0.11296439170837402, 0.11301589012145996, 0.1130220890045166, 0.11689543724060059, 0.11300015449523926, 0.11691761016845703]",0.0,20,0
2021-11-19 21:24:03.022638,iperf.par2.as49434.net,"[0.05534243583679199, 0.0535433292388916, 0.06141519546508789, 0.053545236587524414, 0.0537724494934082, 0.05368542671203613, 0.05390048027038574, 0.05379176139831543, 0.05395841598510742, 0.05338478088378906, 0.053272247314453125, 0.05278277397155762, 0.05267810821533203, 0.06080150604248047, 0.052771806716918945, 0.05274152755737305, 0.052847862243652344, 0.05310797691345215, 0.06102275848388672, 0.05275130271911621]",0.0,20,0
2021-11-19 21:24:08.646800,iperf.biznetnetworks.com,"[0.2764132022857666, 0.2768363952636719, 0.2768862247467041, 0.276961088180542, 0.2767500877380371, 0.27703332901000977, 0.28493165969848633, 0.27695775032043457, 0.2768998146057129, 0.284975528717041, 0.2851409912109375, 0.27671074867248535, 0.27684593200683594, 0.2771267890930176, 0.27666473388671875, 0.2768096923828125, 0.27654004096984863, 0.2774970531463623, 0.27788352966308594, 0.27725696563720703]",0.0,20,0
2021-11-19 21:24:12.495773,iperf.scottlinux.com,"[0.18856501579284668, 0.1887977123260498, 0.1888446807861328, 0.18903112411499023, 0.188889741897583, 0.1888442039489746, 0.1891641616821289, 0.18873381614685059, 0.18888044357299805, 0.18899202346801758, 0.1891345977783203, 0.1886744499206543, 0.188889741897583, 0.1889486312866211, 0.18903779983520508, 0.19683289527893066, 0.18877434730529785, 0.1896655559539795, 0.1893455982208252, 0.18949174880981445]",0.0,20,0
2021-11-19 21:24:17.919913,iperf.eenet.ee,"[0.07160353660583496, 0.07191205024719238, 0.07182836532592773, 0.07205700874328613, 0.07203412055969238, 0.07203197479248047, 0.07204318046569824, 'NaN', 0.06993246078491211, 0.07156848907470703, 0.07162785530090332, 0.07161951065063477, 0.07174515724182129, 0.07158041000366211, 0.07180476188659668, 0.07109618186950684, 0.07165098190307617, 0.0713644027709961, 0.07150125503540039, 0.07158279418945312]",0.05,20,0
2021-11-19 21:24:20.794601,speedtest.uztelecom.uz,"[0.1405799388885498, 0.14101123809814453, 0.14059805870056152, 0.14081668853759766, 0.13537359237670898, 0.14075207710266113, 0.14070892333984375, 0.14118623733520508, 0.14113354682922363, 0.1410212516784668, 0.1409287452697754, 0.14093351364135742, 0.14085030555725098, 0.1407761573791504, 0.14105796813964844, 0.14077305793762207, 0.1410071849822998, 0.14100170135498047, 0.14078068733215332, 0.1409599781036377]",0.0,20,0
2021-11-19 21:30:03.334226,iperf.par2.as49434.net,"[0.04613542556762695, 0.05318951606750488, 0.0532834529876709, 0.053334951400756836, 0.05365324020385742, 0.05384087562561035, 0.05379939079284668, 0.05284261703491211, 0.05342555046081543, 0.05362701416015625, 0.053658485412597656, 0.054175615310668945, 0.05288815498352051, 0.05359482765197754, 0.05353879928588867, 0.06312108039855957, 0.05351853370666504, 0.05352520942687988, 0.06307029724121094, 0.05339455604553223]",0.0,20,0
2021-11-19 21:30:08.944010,iperf.biznetnetworks.com,"[0.27731990814208984, 0.27691173553466797, 0.2770717144012451, 0.2767760753631592, 0.2767491340637207, 0.2769124507904053, 0.2767484188079834, 0.2768874168395996, 0.2860603332519531, 0.27701616287231445, 0.2767198085784912, 0.27695775032043457, 0.27703404426574707, 0.27701830863952637, 0.276613712310791, 0.27635884284973145, 0.2774040699005127, 0.277726411819458, 0.2776966094970703, 0.27703261375427246]",0.0,20,0
2021-11-19 21:30:12.863560,iperf.scottlinux.com,"[0.1922447681427002, 0.19276666641235352, 0.1929771900177002, 0.1930675506591797, 0.19290876388549805, 0.19298338890075684, 0.1929481029510498, 0.1940138339996338, 0.19199132919311523, 0.19373154640197754, 0.1927204132080078, 0.19323277473449707, 0.19288134574890137, 0.19199824333190918, 0.19285273551940918, 0.19254446029663086, 0.19254851341247559, 0.19301199913024902, 0.19320988655090332, 0.19191193580627441]",0.0,20,0
2021-11-19 21:30:14.356963,iperf.eenet.ee,"[0.07107806205749512, 0.0712435245513916, 0.07169032096862793, 0.07114481925964355, 0.07179689407348633, 0.07109355926513672, 0.0722048282623291, 0.07245302200317383, 0.07251238822937012, 0.07233214378356934, 0.07258892059326172, 0.0722951889038086, 0.07250380516052246, 0.07239580154418945, 0.07259154319763184, 0.07243609428405762, 0.07168197631835938, 0.07151651382446289, 0.07159209251403809, 0.07177877426147461]",0.0,20,0
2021-11-19 21:30:17.222228,speedtest.uztelecom.uz,"[0.14573240280151367, 0.1367321014404297, 0.13701152801513672, 0.1368870735168457, 0.13687491416931152, 0.13685154914855957, 0.13804006576538086, 0.13690972328186035, 0.13701248168945312, 0.14621877670288086, 0.13697218894958496, 0.14628148078918457, 0.1369462013244629, 0.15574002265930176, 0.14629650115966797, 0.1461930274963379, 0.13696575164794922, 0.13611888885498047, 0.13700604438781738, 0.1368095874786377]",0.0,20,0
2021-11-19 21:36:02.638924,iperf.par2.as49434.net,"[0.04204273223876953, 0.05074429512023926, 0.05093097686767578, 0.050837039947509766, 0.04040813446044922, 0.04031968116760254, 0.04059553146362305, 0.05157971382141113, 0.050200700759887695, 0.05091428756713867, 0.050235748291015625, 0.05081343650817871, 0.05031752586364746, 0.05025672912597656, 0.050223350524902344, 0.05048346519470215, 0.05015087127685547, 0.05061984062194824, 0.049958229064941406, 0.050180673599243164]",0.0,20,0
2021-11-19 21:36:08.185051,iperf.biznetnetworks.com,"[0.2733190059661865, 0.2739417552947998, 0.27422261238098145, 0.27446675300598145, 0.27396249771118164, 0.2742147445678711, 0.2742769718170166, 0.27420973777770996, 0.274169921875, 0.2744722366333008, 0.27422642707824707, 0.2743494510650635, 0.27400755882263184, 0.27421069145202637, 0.2742149829864502, 0.274139404296875, 0.27397608757019043, 0.27428317070007324, 0.2720766067504883, 0.27472662925720215]",0.0,20,0
2021-11-19 21:36:15.873195,iperf.scottlinux.com,"[0.18929815292358398, 0.18983888626098633, 0.18905305862426758, 0.19970917701721191, 0.19956755638122559, 0.18894720077514648, 0.18888425827026367, 0.18889689445495605, 0.1889970302581787, 0.18893146514892578, 0.1888887882232666, 0.18896126747131348, 0.1887671947479248, 0.18890714645385742, 0.1890265941619873, 0.18889355659484863, 0.18892288208007812, 0.18900179862976074, 0.19968605041503906, 'NaN']",0.05,20,0
2021-11-19 21:36:17.177195,iperf.eenet.ee,"[0.05916929244995117, 0.06218242645263672, 0.06233930587768555, 0.062346696853637695, 0.06223797798156738, 0.062410831451416016, 0.06253671646118164, 0.06215620040893555, 0.06239962577819824, 0.06238293647766113, 0.06243252754211426, 0.06230783462524414, 0.06241655349731445, 0.06249237060546875, 0.06210732460021973, 0.06250333786010742, 0.06254982948303223, 0.06219673156738281, 0.062365055084228516, 0.06235098838806152]",0.0,20,0
